,company_comment,stars,time,title,user_review
1436,,5,2013-01-08T22:26:33.000+00:00,"
Easy to use, price competitive
",I used Expedia for a trip with my friend to Thailand in June. Their price was the best I could find on the web. Expedia offered good flight times with this package. I will be using Expedia in the future.
1437,,1,2012-12-28T04:14:55.000+00:00,"
Quite horrific
","My flight got cancelled so I needed to contact the hotel so that they wont cancel our booking, the phone number on the expedia receipt didn't work so we called expedia customer service to see what they can do,  spent 40-50  minutes on the phone with expedia and in the end they told us they couldn't even contact the hotel themself and nothing could be done for us....Later on I went home to do my own research, a quick 5 minutes research and everything was done! Managed to reach the hotel and told them that we would be one day late...A mere 5 minute job couldn't even be done in 50 minutes??  If i had internet access at the airport I could've saved myself 50 minutes on the phone all for nothing!Thanks alot expedia! :S"
1438,,1,2012-12-27T17:54:09.000+00:00,"
Aaarrghhhhhhhh!
","Simple trip return from Birmingham to Berlin. Several different people booking the same flights through Expedia. They all get to hear of a change of flight on the return journey, I have to ring up to make sure I'm moved to the same flights as everyone else (via Frankfurt). Then, they all hear of a reinstatement of a direct flight back to Birmingham but I am told because I changed the trip (from a non-existent flight which they failed to inform me had been cancelled)  they would not change mine back. Absolute pants.I won't be making the mistake of using this outfit ever again.  It's only because I wanted the same arrangements of the dozen other people that I ended using them in the first place. It is far, far easier cutting out these unhelpful middlemen and booking direct yourself.P.S. The fact that I can never view my itinerary online because of ""an internal error"" is just not good enough either. Nobody has taken steps to sort this out despite me reporting the situation."
1439,,5,2012-12-16T17:48:45.000+00:00,"
Best valueThe company provides competitive val
","Best value, quick delivery, both online and on the phone.  I have used the service many times.  My best are the secret hotels!  have had a wonderful time.  Thank you."
1440,,5,2012-12-15T23:43:56.000+00:00,"
Everything you want or need in one place-Expedia expertise
","I always find my best deals on flights and holidays with Expedia, simple, try them yourself, what have you got to lose?"
1441,"Gordon,Many thanks for your great feedback, we pride ourselves on the service we offer and invest heavily in developing the best purchase experience we can for our customers.Kind RegardsStuart NewmanDirector of Customer Experience, Expedia EMEA",5,2012-12-10T17:10:55.000+00:00,"
Always book with this company you can't get better.
","Have booked our last 10 holidays with Expedia its so easy no hassle .Just do it online or the phone ,tried other companies but they don't come close on price or service would not go anywhere else. Been to Vegas the last 8 years and just booked to go to Florida next June can't say more than that believe me I don't  please easy but have no hesitation in using this company every time if the standard falls whould have no problem telling them but until that day will always book Expedia 10 out of 10. G.Edwardson. Nairn."
1442,,5,2012-12-09T05:21:13.000+00:00,"
The Best Website for Detailed Hotel Information and Flight Choices.
","I always use Expedia for detailed hotel info, every hotel featured has extensive bacground info. Not just the basics hotel facilities i.e. number of room, bars and restraunts but very detailed important things like, all the room and hotel  info, how far from local facilities and attractions, distance to the airport and  lots of photos and reviews to help you to decide.When you searce for a flight, either on its own or as part of a package, the variety of routes and airlines is vast and you have the option to narrow the search, by direct flights, airline and price.I would definatly recoment Expedia, especially to people un familiar to booking independantly from a high street travel agent, as the website make the process so easy with lots of different options and more importantly so much cheaper."
1443,,5,2012-12-06T09:23:40.000+00:00,"
Good packages at good prices
","We've used Expedia (UK) for city breaks to go from London to New York (twice), to Toronto and to Washington as well as for an internal flight: Orlando to New York. The hotels have either met or exceded expectations. Prices, when compared, have been good, such that some of our trips were booked without seeking competitor prices. As we've never had a problem, I can't comment about after-sales, however if I have needed any pre-flight clarifications, telehone or e-mail contact has been fine. Our experiences have been good so I would have to recommend."
1444,"Sarah,I apologise that in these circumstances we've failed to deliver the exceptional experience that we pride ourselves on.  If you could please drop me an email with the full details of your complaint (including Itinerary Number) I'll have our escalations team investigate.Kind RegardsStuart NewmanDirector of Customer Experience, Expedia EMEAemail - stnewman@expedia.com",1,2012-12-05T11:31:48.000+00:00,"
the worst company I ever trusted. SIMPLY UNACCEPTABLE
","Unwilling to help me AT ALL, after selling me a useless 2000 $au travel package deal, when I found I was unable to get domestic flights on the dates they sold me the deal. Unbelievably terrible costumer service. Cannot recommend them to anyone, and I will certainly never make a booking with them ever again in my lifetime myself.No discount, no help, no promises kept when they told me they'd contact me they never did. This happened around three times.Had to take a loan to afford changing the dates, after having saved up for the trip as a waitress for four months. Still paying it off."
1445,,5,2012-12-04T17:03:42.000+00:00,"
Great Treatment..Great Prices...Great Deals!
","Hubby and I go on at least 1 long haul trip a year and for the last 10yrs at least Expedia  has always been part of our planning. Yes, I will admit to checking out other sites for prices, including Flights, Hotels and car Hire, in this day given the financial climate, I would be a fool not too....but time and time again, Expedia is the web site we choose.Never once have we been let down in any way by Expedia, Would I recommend??? In a heart beat !"
1446,,5,2012-12-03T13:00:59.000+00:00,"
Very reliable.
","I've booked many hotels through Expedia over the years - in UK, Europe, USA & China - and it's always been very smooth. The hotels booked generally match my expectations."
1447,,5,2012-12-03T10:09:50.000+00:00,"
A very useful company to use for booking travel...
","We generally use Expedia for booking our flights, car hire, attraction tickets and hotels.The web site is easy to use and the prices are competitive.Paul."
1448,,5,2012-12-03T09:53:06.000+00:00,"
Fantastic!
","When I had a problem with a hotel and the hotel refused to even acknowledge that I was trying to give them a complaint upon check out (I was there for one night only) just said ""oh ok bye"", I went to Expedia and they were so helpful.As well as that though I like the ""welcome back from"" emails.Not so much the ""continue booking your trip to....."" when all you were doing is browsing.... or when they can clearly see that you are flying somewhere for one day then flying somewhere else from there, they still think you are spending all your time in that first location.....However, sometimes it's useful and sometimes there are good deals sent to you.All in all I will use Expedia where I can, unless (a) the airline does not use them for example Singapore Airlines and (b) it's exceptionally cheaper elsewhere."
1449,,5,2012-12-03T09:41:22.000+00:00,"
Been using them for years, I've never had a problem
","I would happily advise anyone to use this site, their prices are competitive and fast and easy.I've never had to call their customer services as I've never had a problem!My only request would be that Expedia works on their itinerary pages as I would love to be able to put one trip on one itinerary."
1450,,4,2012-12-03T04:40:06.000+00:00,"
Never dissapointed
",Used Expedia over a number of years now and have always received service at or exceding expectations
1451,,5,2012-12-03T00:12:45.000+00:00,"
Easy and efficient
","I have been on expedia for a couple of years, and used it for a big 2 month trip this summer travelling around North America. I needed to book quite a few hotels and it was brilliant to see them in different filters, reviews, images and maps and the best bit was the itinerary.That made it easy to spot wrong dates or to print off and use when travelling. I haven't used it for flights, but for hotels it is fab."
1452,,5,2012-12-02T16:44:23.000+00:00,"
Outstanding
",I have been using Expedia for several years now and they have always come up with excellent solutions for me. I will certainly continue.
1453,,5,2012-12-02T10:08:38.000+00:00,"
Excellent Customer Service.
","I booked a hotel in Leeds after comparing prices of various companies. A day after arriving at my hotel, I decided to cut my journey short by one day. The receptionist told me that as long as Expedia agree to it, I would receive a full refund for the last day. After contacting Expedia, the refund was processed within 15 minutes!"
1454,,5,2012-12-01T22:17:00.000+00:00,"
Easy as 1-2-3
",I like expedia because of there straight forward very easy and quick to use web site plus cheap prices.
1455,"Barbara,I apologise that you've had some issues collecting Nectar points on your bookings.  If you can drop me an email with details of the Itinerary Numbers that are still outstanding I'll have our escalations team investigate for you.Kind RegardsStuart NewmanDirector of Customer Experience, Expedia EMEAemail - stnewman@expedia.com",4,2012-12-01T21:57:11.000+00:00,"
Good  (Most of the time)
","Have used Expedia several times now and most often everything has been fine.Usually use Expedia for arranging overnight stays in town as we live quite far out.Only once was there a problem (touch wood) Expedia got in touch to say that there were no rooms available at our chosen hotel, which was already booked.Staff were very insistent that we go to a different hotel, very stressful conversation with a lady in US who had no idea of the city we were going to and was reliant on a Google map! Eventually I broke off conversation with her and called hotel direct. Problem eventually solved.When customer services 'phoned me back from US and I told her everything fixed, she gave us a ?50 voucher as way of apology, we were happy.There had been a total mix up with the booking, problem with hotel plus problem with room. We had asked for a twin room, hotel offered us a bigger room, bigger bed, 2 duvets  - sorted!  LOLOh and by the way, I am still waiting on Nectar points from 2 bookings.Staff have always been, polite, helpful and friendly.I still use Expedia, (so far)"
1456,,5,2012-12-01T18:59:48.000+00:00,"
Comprehensive Information Source
","Expedia appeals to me when I'm searching for hotels, flights or other travel-related information I am sure to find just what I'm looking for, in ways that allow assessment of cost and practicalities."
1457,,5,2012-12-01T16:36:16.000+00:00,"
Great to deal with.
","I have traveled abroad over the last number of years, and every time have found the best deals on Expedia. On one occasion, the airline I was due to fly to Budapest went into administration, and unfortunately we had to cancel. Expedia were excellent in getting us a full refund of all our money. I hope to travel again this year, and I will be looking to Expedia first for the best deals around."
1458,,5,2012-12-01T11:18:47.000+00:00,"
Expedia are simply the best!
","I have booked virtually all our holidays for the last 8 or so years. During that time we have gone on multi flight and multi destinations during the same holiday. I have booked flights, hotels, hire cars and excursions worldwide without a hitch. Only once have I had to discuss a trip and that was handled very efficiently. As others have said I too have tried many other on line travel agents but keep coming back to Expedia.The web site is very easy to navigate from PC, iPhone and iPad and the split payment facility is the icing on the cake.They are without doubt the best in the market."
1459,,5,2012-12-01T11:04:09.000+00:00,"
Totally reliable and excellent service. Have never been let down by Expedia on price.
",I have used Expedia for amny years now and always had good service and good prices. The site is very easy to use and booking an easy process. Sometimes gettign the Nectar points has been a pain but otherwise great service all round.
1460,,4,2012-12-01T10:49:18.000+00:00,"
Bookings going well
",All Expedia bookings going well this year.  Flights and hotels all competitive and efficient.  Always like he extra 10% off voucher codes so keep em coming!
1461,"Tessa,I apologise that you've had issues collecting Nectar points with some of your bookings.  If you could drop me an email with details of the Itinerary numbers where you've missed Nectar points I'll raise these with our escalations team to investigate.Kind RegardsStuart NewmanDirector of Customer Experience, Expedia EMEAemail - stnewman@expedia.com",1,2012-12-01T10:48:27.000+00:00,"
when it's good it's very good but when it's bad it leaves wanting to kill yourself!!!!!
","One star due to customer service mainly.Positives.  Really good prices and easy to navigate website, but double check hotels with a variety of  customer review sites.  Easy to book, although the site sometimes seems to crash between taking payment and confirmation.  Check for the itinerary and it usually has gone through.Negatives.  Customer service is a total nightmare.  It costs a fortune to use, you need loads of spare time to hold on, and then you tend to get rude staff who clearly don't care about your problems and do little to fix them. They are often more interested in selling you stuff.   Lying seems to be common - they promise to take an action which does not happen. I am certain they are losing customers hand over fist as word about this issue spreads.  I know several people who won't use Expedia anymore due to this, and I am seriously thinking about joining them.  Nectar points.  I know you don't get much from Nectar points as you need hundreds to get anything decent, but this makes it more important that you get them when you are entitled to them.  EVERY time I have made a booking with Expedia I have had to call up to tell them that my request for points has failed on the booking page. Sometimes the points have been added, sometimes they haven't.  Do not let Nectar points be an incentive to use this site as you stand a good chance of not getting them."
1462,,4,2012-12-01T10:37:21.000+00:00,"
Would be 1st class if they made a few tweaks.
","I use Expedia a lot for both booking, trip planning and browsing prices. They are in my opinion the best site around, but I have grief over planning multi stop trips ( say like a road trips with multi hotel bookings and also flights). If the geeks who run the web site read this ( and I have asked them before) they could create a category on the front page that could handle multi flight/hotel bookings in a progressive manner. Now would't that be cool!!!"
1463,,4,2012-12-01T09:47:57.000+00:00,"
useful website - good comparisons
",The Expedia website is helpful when you want to compare options.
1464,"Dear Mr Gilbert,I do apologise that you've experienced some issues.  If you could please send me an email with the full details (including your Itinerary Number), I'll have our escalations team investigate.Kind RegardsStuart NewmanDirector of Customer Experience, Expedia EMEAemail - stnewman@expedia.com",1,2012-12-01T07:08:01.000+00:00,"
Don't touch
","I was on a trip to Moscow and needed to change my return date changed, I rand expedia and they arranged my new travel dates and emailed me with the confirmation. So far so good ! As business goes I had to change the flight again, so I contacted expedia arranged the new date PAID the fee (for the second time) and again was rewarded with a confirmation email. On the day of departure I turned up to the Swiss Air desk and tried to check in only to be told I had no reservation !! So having to get home my only chance was to go to another air line and re book which cost me ?320.I am not blaming Swiss Air, they can only go off bookings, it was Expedia that didn't make the booking even though they charged me !! On contacting Expedia when I got home I did receive an email to say they would pay towards the cost of the new flight...That was the last I have heard from them despite more attempts to contact them.Not a good company!"
1465,,5,2012-12-01T00:29:41.000+00:00,"
go the extra mile
","I always shop around but always come back to book with Expedia I have always found Expedia very easy to book my holidays to the USA, giving the best price consistently they will organise car, accomodation and flights at the best price.  you can book on line but for extra security and peace of mind you can speak to a person not an automated service.   the call handler even called me back when I got cut off.  They email all the details and update you when the airline makes changes and always make things clear and easy to understand. I even got nectar points...  like I said they go the extra mile to make sure you can......."
1466,,4,2012-12-01T00:00:11.000+00:00,"
Spot On!
","great website , easy and great prices"
1467,,4,2012-11-30T23:44:13.000+00:00,"
Almost excellent
","Have used Expedia for 3 holidays to USA and the first 2 went off without a hitch. The third however was more problematic. When the airline altered their scheduling and we had to alter our plans they e-mailed asking me to contact them to discuss our options. The lady who I spoke to sounded less than interested in helping us and indeed offered alternatives that were not very satisfactory. On calling the airline direct it was confirmed that they were offering their customers a different option which sounded much better suited to our planned trip. On calling expedia to tell them this, they were able to offer the same alternative flights despite the first  lady saying she couldn't. We felt annoyed that we had to try so hard to get a satisfactory outcome but maybe it was just this one person who was not very good at their job. Overall this wouldn't put us off using expedia in the future if we could save money on a holiday."
1468,"Mr Renton,I apologise that in these circumstances we've failed to deliver the exceptional experience that we pride ourselves on.  If you could please drop me an email with the full details of your complaint (including Itinerary Number) I'll have our escalations team investigate.Kind RegardsStuart NewmanDirector of Customer Experience, Expedia EMEAemail - stnewman@expedia.com",1,2012-11-30T22:24:12.000+00:00,"
Awful!
","Booked car hire and paid for through expedia! What a joke! Voucher not honoured and charged three times the amount by car hire firm. 3 month dispute with expedia over this and result was for them to refund me half the orginal booking cost. Pathetic, beware all!! Do not book with expedia. Much better to book direct with airline, hotel and car hire companies seperately."
1469,,5,2012-11-30T22:08:17.000+00:00,"
Excellent company who really do care about their customers.
","I recently had to cancel a holiday due to a family death. Expedia were brilliant when it came to refunding the cost of my holiday. They were very understanding, helpful and made the whole claim process as painless as possible."
1470,,4,2012-11-30T21:56:16.000+00:00,"
Excellent, Exciting, Efficient, Expedia!
","I always make Expedia my first stop when looking to book a holiday. Having all the options to build your trip in the one place is convenient and hassle-free. And the prices are always really competitive. My only criticism was with the bundled insurance cover. I was stranded overseas alone when the volcanic ash disruption hit in 2010 and I was disappointed that there was no support offered to me. As a single female traveller with my flight home cancelled and my accommodation expired, I was very dismayed at being left alone to sort things out. I would never buy the insurance again."
1471,,4,2012-11-30T20:26:29.000+00:00,"
It's makes organising travel easy!
",I travel regularly for my job and this site means I don't have to spend ages going through different airline and hotel websites trying to find the best deals. With Expedia it can all be done in one place.
1472,,5,2012-11-30T20:23:03.000+00:00,"
PAINLESS HOLIDAY MAKER'S
","Where would you like to go?Don't know..ask your personal holiday guy's..they done it for me, when I say they done it,I mean they done the lot! painless,1st class service thank you EXPEDIA!!"
1473,,4,2012-11-30T20:01:25.000+00:00,"
A great one stop travel shop
","Have always had good service from them, they were really helpful when I had to cancel some parts of a trip a while back, unlike some of the other companies I had booked with too.  They have some pretty good deals although I find if I'm booking a package holiday they are not always the cheapest."
1474,,4,2012-11-30T19:49:55.000+00:00,"
excellent , an overall pleasant  experience .
","I have used your service aprox. 8 times in the past 2 yrs. flying from Glasgow to LAX  , if I could offer one thing , offer an account  for people to pay into two or three payments  monthly ,or  weekly ,this would allow people to book more holidays with your service ."
1475,,4,2012-11-30T19:38:05.000+00:00,"
Value for money but customer service could be better
","I agree with a number of reviewers.  The booking process is very easy and the fact that you can save your trips is a valuable tool.  However, on one occasion, when I was trying to book a flight, I found that the price quoted was what I expected but when I finally went to submit the booking, the price had changed considerably.  All this in a matter of minutes.When I rang customer services, they could not offer an explanation.  In a nutshell, if you do not have a problem with online booking, it is easy but god forbid if you have to contact customer services."
1476,"Leo,Apologies you've had issues with your complaint.  Please can you email me details including your Itinerary number and I'll have our escalation team investigate.Kind RegardsStuart NewmanDirector of Customer Experience, Expedia EMEAEmail - stnewman@expedia.com",1,2012-11-30T18:56:33.000+00:00,"
Woeful
","Expedia used to be really good but lately I've noticed they care more about profits than good customer service. I was forced to complain about a rip-off hotel booking and they totally disregarded the complaint. Once they've got your money, they don't care. Sad really. They used to be amongst the best out there."
1477,,4,2012-11-30T18:30:12.000+00:00,"
always worth checking before booking
",Not always the cheapest but nonetheless some good deals. I use other travel websites but always find myself coming here because the site is easy to use and billing is clear. Trouble free use of the site for the last 10 years and will use again. Would benefit from better targeted offers and some flights are overpriced in comparison with airline websites. Flight and hotel deals are sometimes very good. 8 out of 10.
1478,"Mr Baker,Apologies that you've been having issues with reclaiming Nectar points.  Please can you email me details of the Itinerary numbers that the Nectar points are missing for and I'll have our escalation team investigate for you.Kind RegardsStuart NewmanDirector of Customer Experience, Expedia EMEAemail - stnewman@expedia.com",1,2012-11-30T18:27:12.000+00:00,"
Nectar points, sir? Sorry, you're not eleigible even though it's our (Expedia's) fault.
","Tried to pay for a ?3000 holiday online but the site kept refusing transaction and would instead crash, providing a helpline to make the reservation. Duly completed I asked for the ?3000 Nectar points to be added to my account - details of which they already have from past holidays.After refusing, then saying maybe, then saying will try to contact Nectar, I receive an email which says & I quote"" We have submitted the request to Nectar to add 1000 points to your Nectar account for itinerary XXXX. Please allow 28 business days for points to be applied and reflect in your account.""How do I think of missing out on 2000 points? Hmmm......."
1479,,4,2012-11-30T18:05:07.000+00:00,"
Finds the deals that others don't offer
","Quite often Expedia has deals that other booking websites do not have, which means that I opt for them. Nectar points are always a swinger, as Expedia offers them, if there is a ""draw"" between booking sites."
1480,,5,2012-11-30T17:31:48.000+00:00,"
Full marks for excellent service and value for money
",I would be happy to recomment this company to anyone.  I have used them to book short breaks and flights and am more than satisfied with the service I received.
1481,,5,2012-11-30T17:17:45.000+00:00,"
Helpful for my travel needs .
","have been using Expedia for some time now , I find it easy and helpful,  for my needs."
1482,,5,2012-11-30T17:02:52.000+00:00,"
Best way to book travel
",I have used Expedia for many years now for flights and hotels. Can always find a good deal and never had any problems.
1483,,5,2012-11-30T16:49:43.000+00:00,"
I have used Expedia for years and every booking has been perfect.
","My latest booking involved Monarch Airlines.  I needed assistance from a live Expedia support rep because the Monarch details were misleading.  He sorted it out for me as far as he could.  One niggle remained. The Expedia rep explained that Expedia is required by Monarch to charge a ?20+ surcharge for debit card usage yet on the Monarch web site in big bold print, they say debit cards are free of any charges.  Either Expedia has it wrong or Monarch are being very unfair to Expedia customers.  I would like to see this resolved (refund please!)"
1484,,5,2012-11-30T16:49:09.000+00:00,"
Simply the best
","I have used Expedia on numerous occasions to book UK and Overseas Flights/Hotels etc. for just the two of us, as well as groups, and have found they have never let me down - and it's always great to get the Nectar and Frequent Flyer rewards as well as great prices. Keep up the good work!!"
1485,,5,2012-11-30T16:49:08.000+00:00,"
Always a pleasure
","I always book through expedia, I do look at the other sites, and compare prices, but always end up booking a holiday through expedia. I usually go on city breaks, and I have never had a bad one. I can book all I need and more. Being able to read the other reviews about the area and hotel is also a great help, and we have used lots of the suggestions from other people. I always recommend expedia  to others, and am confidant in booking with them that I will always get exactly what I want at a great price."
1486,,4,2012-11-30T16:32:37.000+00:00,"
Excellent way of building your own holidays
","I've used Expedia to create my own trips to New York, Milan and Copenhagen over the last few years.There are so many options for flights and accommodation that it is almost impossible not to find the perfect holiday.The site also runs regular promotions and offers discounted rates. Always my first port of call."
1487,,4,2012-11-30T16:31:21.000+00:00,"
EXpedia is what you EXpect
",It is reliable and good value
1488,,5,2012-11-30T16:27:46.000+00:00,"
Efficient easy-to-use service
",I have used Expedia several times and everything has always worked out fine. Pricing is fair and sometimes very good indeed. No hesitation in recommending.
1489,,4,2012-11-30T16:25:06.000+00:00,"
pretty good, have never let us down
","We have used this site many times without problems, and have found them helpful when we had to change booking dates once.Hotel details are good, and we use this only as a guide as everybody has a different idea of what to expect.Would be happy to use them again"
1490,,4,2012-11-30T16:23:25.000+00:00,"
Book with Expedia - they're good
","I've booked several times and found them generally very helpful. However, I have also experienced pushiness by staff when I've just rung to get some information. They do seem to be too keen to make the sale. Most of the time they have been really, really good but on one particular occasion the sales clerk booked completely the wrong type of room for myself and my husband. However, when I spoke to another member of staff she managed to amend the booking and also sent an email to confirm when it had been resolved. Thank you so much - it will make all the difference to our stay in Prague later this month (December). So please keep up the good work Expedia but ask your staff to be less pushy as it's really very off-putting!"
1491,,4,2012-11-30T16:21:58.000+00:00,"
Great website, bargain flights and nice hotels
","I have used Expedia several times, most recently to book a hotel in Paris and flight to the US. The search and book experience gets better every time and there is a great choice of flights and hotels. When there has been a problem it has been dealt with as soon as I called customer service. I would recommend to anyone."
1492,,5,2012-11-28T17:22:08.000+00:00,"
Thank you Expedia
",Based on a recent booking through Expedia which went terribly wrong we have finally been issued a refund after excellent assistance from the Director of Customer Services - EMEA . THANK YOU EXPEDIA   :)
1493,,3,2012-11-08T11:12:18.000+00:00,"
Pushy sales people on phone even if just making a query!
","I phoned up regarding a query and the man on the phone was very pushy in trying to get me to book there and then. Tried tactics like last room left, free cancellation.  When I told him I had to run it past my husband who was at work kept on saying   he would hold or just book it and cancel later! I would appreciate being able to book in my own time, I was going to make a booking on the expedia website once I made a decision on the hotel anyway but their pushy sales tactics have made me think twice. The customer services rep was soo annoyed I didn't book he didn't even bother saying bye and hang up! Bad customer service!"
1494,,1,2012-11-05T14:13:00.000+00:00,"
Horrible customer service!
","We booked a dolphin swim at the Atlantis in the Bahamas and Expedia never contacted the company to schedule the swim or verify that we had paid.  I had to call them from a foreign country only to be put on hold for 20 minutes.  When someone finally answered, thy hung up on me after 10 seconds.  I called the next day and was told that they had done nothing wrong because going between the companies was ""my responsibility.""  They would not even offer me a coupon for my trouble.  HORRIBLE service.  DO NOT book excursions through them!!!"
1495,,1,2012-10-22T11:47:29.000+00:00,"
Do not touch Expedia
","Booket one week accommodation in Rio de Janeiro through Expedia.co.uk. The write-up and information on the accommodation was excellent so we felt confident of an excellent time in Rio de Janeiro. My wife as pregnant at the time, so we wanted somewhere close to amenities and her Portuguese school in Ipanema.We arrived at the hotel to find that it was, in fact, a flat with two rooms that were let out to paying guests (and all this through Expedia!). Many of the hotel descriptions were false. There was no double bed, only a day bed with a pull out bed. No safe, dirt all around, no en suit facilities - had to share communal bathroom. Made a complaint to Expedia by phone shortly after arriving at the ""hotel"". They spoke to the owner while I was on the phone with them and advised that I should find alternativa accommodation in the middle of the night and with a pregnant wife!As we had chosen the ""hotel"" due to its location and convenience, we decided to stay there and await for our complaint to do the rounds inside Expedia and in hope of a refund.After over 30 days waiting, this is what we received from Expedia:' Reference Number: X114784111Thank you for choosing Expedia.co.uk Since receiving your complaint regarding the Ipanema Copa Rooms, I have contacted the property with regards to the issues you have raised. They have offered to change the rooms but you have declined this. With regards to this particular hotel, unlike our Expedia Special Rate Hotels, we do not have a room contract with the property and our website is used as a portal by the hotel to facilitate booking. This is why payment is taken by the hotel directly upon check-in/out. I regret that my response cannot be more favourable and hope that, despite your recent experience, you will continue to use Expedia.co.uk for your future travel arrangements, hereby allowing us the opportunity to restore your faith in our company. I trust our position in this regard has now been clarified.  Regards, Edgar Gorospe Jr.Tier 3 Senior Research SpecialistCustomer Relations Department for the U.K. and Ireland 'I am a very regular business traveller to Brazil and have almost always booked both hotel and flights through Expedia.co.uk, but I won't touch them again even with a barg pole. They are very happy to take your money, but will abandon and leave you high and dry and the first sign of problems. They are not to be trusted.You have been warned.Regards,George"
1496,,1,2012-10-18T12:44:41.000+00:00,"
Have one problem and you'll never come back
","Booked a ticket which they couldn't deliver wile telling me refund will be no problems. 6 weeks later, I am still waiting for the refund. Their customer service is appalling: long wait, no clue, busy lines, the left hand doesn't know what the right hand does. I had booked tickets before with them and had never a problem but once you have to get in touch with the customer services.... it turns into a nightmare. I did an online search and they have an appalling reputation for customer services. Apparently, they have a 90 days refund policy.... I wish I has known before hand and that is why I take the time to write reviews. And I still have no clue when I will get a refund."
1497,,1,2012-10-03T03:53:01.000+00:00,"
Ridiculously BAD customer service
","Whilst I can't argue that Expedia give you the best value for money by far, you better just hope and pray that you don't have any issues booking online! I have spent a disgusting amount of time on hold over the last THREE DAYS trying to get an issue sorted out around payments going through and bookings not going through....right now I've been charged twice, have a non-refundable flight booked and NO accommodation! Still waiting, waiting, waiting for someone to HELP ME! Treat your customers with a little respect and CALL THEM BACK when you say you will!"
1498,,5,2012-10-02T09:28:41.000+00:00,"
Excellent Website
",I have used Expedia several times and found it a very user friendly website.  I would definitely use in the future and have told my friends about it.
1499,,1,2012-09-24T20:17:25.000+00:00,"
never book with expedia
","I booked with expedia and cancelled the booking afterwards, I'm still waiting for them to pay me back the money they charge for this booking. After more than 4 months I'm still waiting and yes my rate was flexible, I could cancel at anytime without any charge, but still waiting for the money to be paid back. So if you need good advice, just stay away from that website and book on an honnest website."
1500,,1,2012-09-03T15:09:07.000+00:00,"
Your one stop rip-off shop!
","If you want a company that :1. lies, 2. gives you wrong information,3. blames everyone else when things go wrong,4. are unhelpful,5. have terrible customer service,6. try to rip you off,7. refuse to help you,8. hang up on you9. leave you waiting on hold for ages10. sends you on wild goose chasesthen look  no further, because with Expedia you have found all that, plus much much more!!I was unfortunate enough to have to have dealt with Expedia last month, and i swear i will never ever again use this dreadful company even if they became the last travel company on the planet.  Trying to get a refund from these is like trying to get water out of a stone, only the stone would probably be a lot more helpful and courteous.Their customer service should really change their name to customer disservice, as this gives a much better portrayal of the service you will receive from Expedia. Their staff are rude, arrogant, unhelpful, send you on wild goose chases, hang up on you, refuse to help you out, speak down at you, insist they're correct even when all the facts say other wise, ignore your requests and generally don't appear to be able to understand basic english."
1501,,5,2012-08-27T22:34:05.000+00:00,"
Everything you need
",You will every details about the area you wanna go and hotel you wanna stay. Great one
1502,,1,2012-08-27T10:23:32.000+00:00,"
Worst possible service we received from Expedia.
","No one should use Expedia for holiday booking purpose. First of all instead of taking advanced payments they have not secured my room in specified hotel. After several follow ups finally they put us up in another hotel. Unfortunately we realised they have not made alternative arrangements for entire duration of my holiday but for only one night. However we have paid them for entire hotel booking for my full holiday period. Now I am claiming full refund from expedia. Terrible service, terrible crisis management process."
1503,,1,2012-08-25T21:46:37.000+00:00,"
fun trip now more stressful planned trip
","Just wanted to write & tell you all the stress I have been through with your company.  First of all I am a young student who is wanting to go to vegas for the 1st time with my roommate and we decided to book over expedia originally thinking it'd be easier. WOW WERE WE WRONG! Here's what has happened.  First tried to book online then it said to call a rep as there were problems with the flight. Then called and talk to (someone I could barely understand)who said he was unable to book flight and hotel together and tried to convince us to book just a hotel. Of course we said no as booking package deals are always cheaper!! (we are students, we are on a budget) So then we told him we'd call back. We then tried to book directly though the hotel with the package deal and had an email saying they'd contact us once the card went through.  Next morning found out are card BOUNCED!!We then found out our  EXPEDIA REP made 3 DIFFERENT apparently pre authorized payments on our card (we are using a DEBIT VISA) which actually TOOK OUT the money from my account, which caused a bounce in the package we wanted to book.  Called Expedia back, she said within 24 hrs it would go back into the account. Called back 30 hrs later where they told me now itd be 72 hrs until it would be in my account after already waiting 24! SO as you can imagine I am very upset as prices are constantly going up!!! not to mention the HOURS waiting on hold!  So after more waiting on hold and more calling one rep to another explaining my story and then back to my bank telling me it was expedia's job to take it off not there's! I have definitely had the most stressful week this summer!   After it all I now am dealing with an investigation which is going to take up to 30 days. WHICH MEANS, I will be short all that money that was taking out for my trip, plus now all the flights have gone up almost $100 more! I did manage to get a $200 credit from expedia but with my flight budget I am now short.   You think at least my originally booking price is what I should be paying, as none of this was my fault! I never authorized any payments taken out of my account or anything to be booked!   I now am forced to book with them and am very nervous to as I DO NOT want this to happen again or else my trip is definitely cancelled, as I am now $400 less than originally budgeted.   As both of us working in hospitality I feel that this company has done nothing but make me feel unwelcome! telling me it was my fault and that my bank had to do it. Not taking ANY responsibility to their staff making mistakes. It has now been 6 days & I still do not have this trip booked. I am stressing out that it wont happen & my once ""fun trip"" has turned into the trip I almost don't even want to go on anymore.     I would hope in the future if this was to ever happen to anyone else, they will deal with this way more efficiently and more apologetic. I suggest being able to talk to the SAME rep! from bouncing around, my experience was explained every time and I'm done telling it as it was not a good one. With my roommate being an avivid ""twitter""er she has made it aware that this company has been running us in circles all week. 500 followers are bound to make an impression.  That is all I wanted to say."
